work_id,name,created_at,director,publisher,ai_summary,cover_img,reward
33171,mysterious skin,2004-01-01,그렉 아라키,Desperate Pictures,,https://image.tmdb.org/t/p/w500/tVKvVuerVst0J5rd9xhau9unWzF.jpg,
33188,mischief,1985-01-01,Mel Damski,20th Century Fox,,https://image.tmdb.org/t/p/w500/ejZ2AUQKnKiSoLegCQXT2Rdjm7r.jpg,
33201,between your legs,1999-01-01,Manuel Gómez Pereira,BocaBoca Producciones,,https://image.tmdb.org/t/p/w500/utmuRGq0Sf7WxmeJtokezhjohWl.jpg,
33237,san francisco,1936-01-01,W.S. Van Dyke,Metro-Goldwyn-Mayer,,https://image.tmdb.org/t/p/w500/zQF1UDB0ck4dRfKAn4XixGrCkjx.jpg,
33294,vampire hunter d,1985-01-01,芦田豊雄,movic,,https://image.tmdb.org/t/p/w500/dI8KnEKNCySmS8ZCKxBwsNAYAky.jpg,
33312,cocoanuts the,1929-01-01,Robert Florey,Paramount Pictures,,https://image.tmdb.org/t/p/w500/xfiyCaWDfftKHzft2MKxAFFwHYL.jpg,
33421,dear wendy,2005-01-01,토마스 빈터베리,Lucky Punch,,https://image.tmdb.org/t/p/w500/2IF19Tcx5D9d8iUWa0PxFhO6MYZ.jpg,
33437,unleashed,2005-01-01,루이스 레테리어,EuropaCorp,,https://image.tmdb.org/t/p/w500/h5yoEqAsO913BEA4rwEGJkxKDu0.jpg,
33493,star wars episode iii  revenge of the sith,2005-01-01,조지 루카스,Lucasfilm Ltd.,,https://image.tmdb.org/t/p/w500/cKrtSemvrt2tOeHLgxCWauJ3URr.jpg,
33495,kicking  screaming,2005-01-01,Jesse Dylan,Mosaic Media Group,,https://image.tmdb.org/t/p/w500/uuN3bJ0wiC1dk4tNFhc2jROR0DR.jpg,
33499,monsterinlaw,2005-01-01,Robert Luketic,New Line Cinema,,https://image.tmdb.org/t/p/w500/jbfN2teII9WDC97MdBQrM1HEfRF.jpg,
33564,divorce  italian style,1961-01-01,Pietro Germi,Galatea Film,,https://image.tmdb.org/t/p/w500/1yYsJHPt2MOr0dve9sG4U6CLJ1V.jpg,
33615,madagascar,2005-01-01,Eric Darnell,Pacific Data Images,,https://image.tmdb.org/t/p/w500/7BeMHBgS6nUaxj6w0hGhsiK827c.jpg,
33629,airborne,1993-01-01,Rob Bowman,Icon Productions,,https://image.tmdb.org/t/p/w500/4TPCzvOoQmmParPjgHCiqqiVYIJ.jpg,
33639,mad hot ballroom,2005-01-01,Marilyn Agrelo,Nickelodeon Movies,,https://image.tmdb.org/t/p/w500/1wDU19PTEdR30QdnLFw93scXto7.jpg,
33644,dominion prequel to the exorcist,2005-01-01,폴 슈레이더,Morgan Creek,,https://image.tmdb.org/t/p/w500/3jIQOCB8ghrxvfWzSjzNv41LR9P.jpg,
33646,longest yard the,2005-01-01,피터 시걸,Callahan Filmworks,,https://image.tmdb.org/t/p/w500/nbKcVBcxF96ARW2oKHqDYAcLdu.jpg,
33649,saving face,2004-01-01,Alice Wu,Overbrook Entertainment,,https://image.tmdb.org/t/p/w500/7XbbgkKi4nEMOu9iwiANXpjKKhe.jpg,
33660,cinderella man,2005-01-01,론 하워드,Universal Pictures,,https://image.tmdb.org/t/p/w500/nDR293ikzTSdnnA1anglRRceCOO.jpg,
33669,sisterhood of the traveling pants the,2005-01-01,Ken Kwapis,Alloy Entertainment,,https://image.tmdb.org/t/p/w500/wNshlUT6IZEz2AF3iZrlb2mX0pR.jpg,
33672,lords of dogtown,2005-01-01,캐서린 하드윅,Columbia Pictures,,https://image.tmdb.org/t/p/w500/k2NiPfydLSwmk28C6qpvpJPuqtq.jpg,
33677,rock school,2005-01-01,Don Argott,9.14 Pictures,,https://image.tmdb.org/t/p/w500/9yyIDpDoq5MBVFqZGvaPg4dAeAK.jpg,
33679,mr  mrs smith,2005-01-01,더그 라이만,Regency Enterprises,,https://image.tmdb.org/t/p/w500/eILgGFATmfuYAagXdW8zPm6WzCe.jpg,
33681,adventures of sharkboy and lavagirl 3d the,2005-01-01,로버트 로드리게즈,Troublemaker Studios,,https://image.tmdb.org/t/p/w500/xpFbHSkRgOxOoutKqXob9T8iBPA.jpg,
33683,high tension,2003-01-01,알렉상드르 아자,Alexandre Films,,https://image.tmdb.org/t/p/w500/f6k2jfvbn4XJwSW6tczcv3JQmF3.jpg,
33725,its all gone pete tong,2004-01-01,Michael Dowse,True West Films,,https://image.tmdb.org/t/p/w500/4AvbVwbejmSMKGEdLmVYDLAss1i.jpg,
33779,eddie izzard dress to kill,1999-01-01,Lawrence Jordan,Ella Communications,,https://image.tmdb.org/t/p/w500/mwvsA31Ei0vYaOPRjF8FBL9For7.jpg,
33781,quo vadis,1951-01-01,머빈 르로이,Metro-Goldwyn-Mayer,,https://image.tmdb.org/t/p/w500/dqF1dattMNiwGjPSphu2VSi558Q.jpg,
33794,batman begins,2005-01-01,크리스토퍼 놀란,Warner Bros. Pictures,,https://image.tmdb.org/t/p/w500/e8MB1d69fmzyonT6mz9iQs3rhw7.jpg,
33801,godzilla final wars,2004-01-01,기타무라 류헤이,TOHO,,https://image.tmdb.org/t/p/w500/tZXQ6ZaHf4WvCLR8q9glyu5AHFh.jpg,
33815,perfect man the,2005-01-01,Mark Rosman,Universal Pictures,,https://image.tmdb.org/t/p/w500/s1zaWMtjzw1hm5tPXm2GLFJaCfY.jpg,
33826,saint ralph,2004-01-01,Michael McGowan,Running Miracles Productions,,https://image.tmdb.org/t/p/w500/3MdWgqUunIBWnc7mYi2dtZrD54Y.jpg,
33830,herbie fully loaded,2005-01-01,Angela Robinson,Walt Disney Pictures,,https://image.tmdb.org/t/p/w500/7lTfTZ8CDfXw09eAv3OOvsbCVgs.jpg,
33834,land of the dead,2005-01-01,조지 A. 로메로,Romero-Grunwald Productions,,https://image.tmdb.org/t/p/w500/vuIwf6n3noPppjvdbxiK23jZ0j8.jpg,
33836,bewitched,2005-01-01,Nora Ephron,Bewitched,,https://image.tmdb.org/t/p/w500/vLGuULUnXBeHUAJNTDp8NytEnFW.jpg,
33838,rize,2005-01-01,David LaChapelle,David LaChapelle Studios,,https://image.tmdb.org/t/p/w500/bx7UAcyumQZuNj3dZFK7Wh4dbRl.jpg,
33880,me and you and everyone we know,2005-01-01,미란다 줄라이,IFC Productions,,https://image.tmdb.org/t/p/w500/hrj9VsInHnqSDBhEc2FvY0qd79F.jpg,
33893,perfect crime the,2004-01-01,알렉스 데 라 이글레시아,Digital +,,https://image.tmdb.org/t/p/w500/1wOWudCNA550cLNk3JFoqhxLOGB.jpg,
33896,3 extremes,2004-01-01,프룻 첸,Applause Pictures,,https://image.tmdb.org/t/p/w500/l4miw3oPkAbhSGNtv9RIs6ZvOkh.jpg,
33903,edukators the,2004-01-01,Hans Weingartner,Y3 Film,,https://image.tmdb.org/t/p/w500/3Z0R46cuFWB6gxZwEBf8ekVxgZ0.jpg,
33966,cop and,1993-01-01,당계례,Orange Sky Golden Harvest,,https://image.tmdb.org/t/p/w500/m0R4gmIAYYpzzn03Z7dDix1890M.jpg,
34018,at the circus,1939-01-01,Edward Buzzell,Metro-Goldwyn-Mayer,,https://image.tmdb.org/t/p/w500/dJsDjHYfOemGvVtHTdivU0Tl0YK.jpg,
34048,war of the worlds,2005-01-01,스티븐 스필버그,Paramount Pictures,,https://image.tmdb.org/t/p/w500/kVfs7m8hfBC6nUrJBcuoTg1NLeA.jpg,
34072,march of the penguins,2005-01-01,Luc Jacquet,Bonne Pioche,,https://image.tmdb.org/t/p/w500/cdnzDxJNw95IQxlHNt5GYGkHGR9.jpg,
34129,rebound,2005-01-01,Steve Carr,Runteldat Entertainment,,https://image.tmdb.org/t/p/w500/knJsyeSlv1MkterzMbmwEqaNUoS.jpg,
34143,dark water,2005-01-01,월터 살레스,Post No Bills Films,,https://image.tmdb.org/t/p/w500/cm4M9xaBu78IjuAVNG4LCXdXsg.jpg,
34148,beat that my heart skipped the,2005-01-01,자크 오디아르,Why Not Productions,,https://image.tmdb.org/t/p/w500/wSIxNxcLXXmTSqaHTzgBC488WyR.jpg,
34150,fantastic four,2005-01-01,Tim Story,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,,https://image.tmdb.org/t/p/w500/ceOndw7EBeaqANqOZuIrjvTgnGa.jpg,
34162,wedding crashers,2005-01-01,David Dobkin,Avery Pix,,https://image.tmdb.org/t/p/w500/1BPqwX7Sv3eLS8pcU67ws00o3ZK.jpg,
34164,happy endings,2005-01-01,Don Roos,Lions Gate Films,,https://image.tmdb.org/t/p/w500/76Hq3Buq6SIOe5Z7f5APwh1s7vU.jpg,
34271,hustle  flow,2005-01-01,Craig Brewer,MTV Films,,https://image.tmdb.org/t/p/w500/9skOqw9sld2MKKqkKKU78e0Jw7W.jpg,
34292,hardware,1990-01-01,Richard Stanley,Palace Pictures,,https://image.tmdb.org/t/p/w500/y79IgcqBGzRDVrRfQhV0dUwqQLs.jpg,
34312,calcium kid the,2004-01-01,Alex De Rakoff,Working Title Films,,https://image.tmdb.org/t/p/w500/eug0h5nFQZTClWpmuf3E3xovsgS.jpg,
34319,island the,2005-01-01,마이클 베이,DreamWorks Pictures,,https://image.tmdb.org/t/p/w500/4WKeDS5xOxeISTdw82hJXMp0sRS.jpg,
34321,bad news bears,2005-01-01,리처드 링클레이터,Media Talent Group,,https://image.tmdb.org/t/p/w500/ja1yrgfYAGmwnridioMY3MV0GDm.jpg,
34323,devils rejects the,2005-01-01,롭 좀비,Cinerenta,,https://image.tmdb.org/t/p/w500/yAmK6Ev2IeI8VqNbagpF3yxPOSD.jpg,
34326,last days,2005-01-01,구스 반 산트,Meno Film Company,,https://image.tmdb.org/t/p/w500/btbp47CHXgLhw30kyDoVfNFLB3g.jpg,
34330,november,2004-01-01,Greg Harrison,IFC Productions,,https://image.tmdb.org/t/p/w500/qqCn3bYlG85dlVdUBd5Vjv3i0Qg.jpg,
34332,sky high,2005-01-01,Mike Mitchell,Max Stronghold Productions Inc.,,https://image.tmdb.org/t/p/w500/nBB0XNMwvYvWpo67EcxQqKMoMKf.jpg,
34334,stealth,2005-01-01,Rob Cohen,Original Film,,https://image.tmdb.org/t/p/w500/uOxWuOIlhdiJ8xSIgYszkO1bi37.jpg,
34336,must love dogs,2005-01-01,Gary David Goldberg,Ubu Productions,,https://image.tmdb.org/t/p/w500/252PdRj3y2S05DC4oSf2qk2vva3.jpg,
34338,aristocrats the,2005-01-01,Paul Provenza,Mighty Cheese Productions,,https://image.tmdb.org/t/p/w500/Ag25aONVwWspQAuEPwNKmwUOvce.jpg,
34359,georgy girl,1966-01-01,Silvio Narizzano,Everglades Productions,,https://image.tmdb.org/t/p/w500/2v6ezHOqJM2HpSHiGWqLj0Mqs78.jpg,
34397,order the,2001-01-01,Sheldon Lettich,777 Films Corporation,,https://image.tmdb.org/t/p/w500/eL3HEOfkViSLg9BdP8epUfcGw7e.jpg,
34405,serenity,2005-01-01,조스 웨던,Universal Pictures,,https://image.tmdb.org/t/p/w500/4sqUOaPFoP2W81mq1UYqZqf5WzA.jpg,
34437,broken flowers,2005-01-01,짐 자무시,Focus Features,,https://image.tmdb.org/t/p/w500/3SL6lwGsKNt2IKZKMusX4D7Q3Cd.jpg,
34450,miracles  mr canton and lady rose,1989-01-01,성룡,Golden Way Films Ltd.,,https://image.tmdb.org/t/p/w500/sgbWHgrllamnFpbw3hGl7PbNyaB.jpg,
34482,browning version the,1951-01-01,Anthony Asquith,Javelin Films,,https://image.tmdb.org/t/p/w500/fRlXkYgQc6QfwYMAlv2neKhRswl.jpg,
34520,dukes of hazzard the,2005-01-01,Jay Chandrasekhar,WV Films III,,https://image.tmdb.org/t/p/w500/2ZrNyYJEgE0VIqhelQPqFTR20xF.jpg,
34523,the chumscrubber,2005-01-01,Arie Posin,Lawrence Bender Productions,,https://image.tmdb.org/t/p/w500/uMb26IjDgdq8p4H3XNO1CAsjT4m.jpg,
34528,junebug,2005-01-01,Phil Morrison,Epoch Films,,https://image.tmdb.org/t/p/w500/asC6UOPrR6OlNMiyXbeXWu08SOG.jpg,
34530,deuce bigalow european gigolo,2005-01-01,Mike Bigelow,Out of the Blue... Entertainment,,https://image.tmdb.org/t/p/w500/pZoF70SuB9fWn0cXA69O5nuUOHX.jpg,
34532,skeleton key the,2005-01-01,이안 소프틀리,Universal Pictures,,https://image.tmdb.org/t/p/w500/goZWFzaLqD6vwNNxKCAh1AcXb1w.jpg,
34534,four brothers,2005-01-01,존 싱글톤,Paramount Pictures,,https://image.tmdb.org/t/p/w500/8cO39cnWSZQi2ncPG5TxL3YRzKc.jpg,
34536,the great raid,2005-01-01,John Dahl,Lawrence Bender Productions,,https://image.tmdb.org/t/p/w500/k5Q76tzV2T4RtDdYwNj64c1qQ16.jpg,
34540,pretty persuasion,2005-01-01,Marcos Siega,REN-Mar Studios,,https://image.tmdb.org/t/p/w500/oTbmRS9OBqACIlgRkTqHIc1n6lO.jpg,
34542,grizzly man,2005-01-01,베르너 헤어조크,Discovery Docs,,https://image.tmdb.org/t/p/w500/zuZWpcuye25rpsiZ4XzsAvmLDHG.jpg,
34800,private resort,1985-01-01,George Bowers,TriStar Pictures,,https://image.tmdb.org/t/p/w500/5BHuIo6MjmRWcmmSIt8kTUY0R58.jpg,
34811,pusher ii with blood on my hands,2004-01-01,니콜라스 빈딩 레픈,NWR Film Productions,,https://image.tmdb.org/t/p/w500/yJxyaf7zzQLt1jlt5sIlnaMpXm5.jpg,
35015,duma,2005-01-01,Carroll Ballard,Pandora Pictures,,https://image.tmdb.org/t/p/w500/opoDxQW9S6SaiP8rY7urw16QVTL.jpg,
35347,animal farm,1954-01-01,Joy Batchelor,Halas and Batchelor Cartoon Films,,https://image.tmdb.org/t/p/w500/8SKtZe7LMrwoYe3AXbNlGwmd9U8.jpg,
35807,teahouse of the august moon the,1956-01-01,Daniel Mann,Metro-Goldwyn-Mayer,,https://image.tmdb.org/t/p/w500/v2G1Vh14X9NslrHR9zGlGoV1i4M.jpg,
35836,40yearold virgin the,2005-01-01,저드 아패토우,Universal Pictures,,https://image.tmdb.org/t/p/w500/hpUfM4F534jP01ATORlOLXew6ih.jpg,
35957,red eye,2005-01-01,웨스 크레이븐,DreamWorks Pictures,,https://image.tmdb.org/t/p/w500/2mnEasF1tcij0ATAzWt4zpOvlMH.jpg,
36276,hidden,2005-01-01,Tim McLachlan,Infinite Films,,https://image.tmdb.org/t/p/w500/4dhovjvhwv2emCF2IP4s8gD68nV.jpg,
36289,asterix  obelix vs caesar,1999-01-01,Claude Zidi,AMLF,,https://image.tmdb.org/t/p/w500/f4z75xRSs2plrPx2Fnx9XbCIGch.jpg,
36363,kindzadza,1986-01-01,გიორგი დანელია,Mosfilm,,https://image.tmdb.org/t/p/w500/wBEwCZODMBz9oiPzJo3Qt1awyxr.jpg,
36397,valiant,2005-01-01,Gary Chapman,Vanguard Animation,,https://image.tmdb.org/t/p/w500/z4XuNG09AnyJcNbIe68dM4aXgRT.jpg,
36401,brothers grimm the,2005-01-01,테리 길리엄,Summit Entertainment,,https://image.tmdb.org/t/p/w500/fY8IRBwjQSFosJ2MoXv1rycfngT.jpg,
36477,baxter the,2005-01-01,마이클 쇼월터,Plum Pictures,,https://image.tmdb.org/t/p/w500/9V1ASfnxMZxrkqIvVQYySE5qSwd.jpg,
36509,cave the,2005-01-01,Bruce Hunt,City Productions,,https://image.tmdb.org/t/p/w500/nbIdcIJv3sb5vGKEUmUlnvzZnHt.jpg,
36517,constant gardener the,2005-01-01,페르난도 메이렐레스,Scion Films,,https://image.tmdb.org/t/p/w500/4DOumR3fJHJktykPRRUC2ixhfdM.jpg,
36519,transporter 2,2005-01-01,루이스 레테리어,EuropaCorp,,https://image.tmdb.org/t/p/w500/5jGQurjRp221eM1RvivGPUQQMmq.jpg,
36525,just like heaven,2005-01-01,Mark Waters,DreamWorks Pictures,,https://image.tmdb.org/t/p/w500/5w4MBLPYQ3aCx6rlBymIQM9G75q.jpg,
36527,proof,2005-01-01,존 매든,Miramax,,https://image.tmdb.org/t/p/w500/h5z4JWhaPYMMXhYzwuK7SUgjmMm.jpg,
36529,lord of war,2005-01-01,앤드류 니콜,Endgame Entertainment,,https://image.tmdb.org/t/p/w500/ufNGXVETZbRLa8JoK96muHTL8dE.jpg,
36535,everything is illuminated,2005-01-01,리에브 슈라이버,Stillking Films,,https://image.tmdb.org/t/p/w500/gk469Y3fJTlbcAkSNMZc4OtETOK.jpg,
36537,thumbsucker,2005-01-01,마이크 밀스,This is that,,https://image.tmdb.org/t/p/w500/kXC029FtR06qkT8S6zBQ26uJczu.jpg,
36708,family guy presents stewie griffin the untold story,2005-01-01,Pete Michels,20th Century Fox Television,,https://image.tmdb.org/t/p/w500/pgbMydwYuHlGcaASQMA963qpSH3.jpg,
36850,police story 2,1988-01-01,성룡,Golden Way Films Ltd.,,https://image.tmdb.org/t/p/w500/1Vn6qNAFzajzL1ZtkBhTwWKpYWO.jpg,
36931,new police story,2004-01-01,진목승,China Film Group Corporation,,https://image.tmdb.org/t/p/w500/1sT3yCTiZwzx7cxK98Lz5KBrQiX.jpg,
37211,go west,1940-01-01,Edward Buzzell,Metro-Goldwyn-Mayer,,https://image.tmdb.org/t/p/w500/di0laTicoduEdp1WS10T8Poss7r.jpg,
37240,why we fight,2005-01-01,Eugene Jarecki,Charlotte Street Films,,https://image.tmdb.org/t/p/w500/kfOmnlwt1rrhxmxc05X3i9mHSOs.jpg,
37380,doom,2005-01-01,Andrzej Bartkowiak,di Bonaventura Pictures,,https://image.tmdb.org/t/p/w500/dJo9dGTmKlP04vZSYgl3gcnbYNb.jpg,
37382,domino,2005-01-01,토니 스콧,Scott Free Productions,,https://image.tmdb.org/t/p/w500/yLjQ7QIdUt3qZY0d9FPxDT40BD1.jpg,
37384,waiting,2005-01-01,Rob McKittrick,LIFT Productions,,https://image.tmdb.org/t/p/w500/uyZ11F0ZdUWR29wx8pS9CMCNyse.jpg,
37386,aeon flux,2005-01-01,카린 쿠사마,Paramount Pictures,,https://image.tmdb.org/t/p/w500/ri4pwjbxCE361ZosnVdxskmU80s.jpg,
37444,frankenstein 90,1984-01-01,Alain Jessua,A.J. Films,,https://image.tmdb.org/t/p/w500/cNZxL0yeDZ37YVCf05us8nbhhjF.jpg,
37475,unfinished life an,2005-01-01,라세 할스트룀,Miramax,,https://image.tmdb.org/t/p/w500/7ugLG1yF1l8HWYhmdmHHSC3kJ8b.jpg,
37477,man the,2005-01-01,Stephen Herek,Bel Air Entertainment,,https://image.tmdb.org/t/p/w500/anBhlqCABytNvybE2Xr3tvsCOTp.jpg,
37495,survive style 5,2004-01-01,関口現,TFC,,https://image.tmdb.org/t/p/w500/VHJH1CmUcVWQqST9uh8NOk7leI.jpg,
37545,woyzeck,1979-01-01,베르너 헤어조크,Werner Herzog Filmproduktion,,https://image.tmdb.org/t/p/w500/rzPdZFNUQMLqzafV4kDhgVdj9j7.jpg,
37720,exorcism of emily rose the,2005-01-01,스콧 데릭슨,Lakeshore Entertainment,,https://image.tmdb.org/t/p/w500/qQ7HJINn03KnWZ4xMvBtNWMdrye.jpg,
37727,flightplan,2005-01-01,Robert Schwentke,Touchstone Pictures,,https://image.tmdb.org/t/p/w500/5n1AINHRWdf4nlTLmupO26XbYIK.jpg,
37729,corpse bride,2005-01-01,Mike Johnson,Tim Burton Productions,,https://image.tmdb.org/t/p/w500/AinoobwUR3mDspc1O9exQHgUAyv.jpg,
37731,green street hooligans,2005-01-01,Lexi Alexander,OddLot Entertainment,,https://image.tmdb.org/t/p/w500/oTxHFRSbFcCWdfJB4ozA41Yq57c.jpg,
37733,history of violence a,2005-01-01,데이비드 크로넨버그,New Line Cinema,,https://image.tmdb.org/t/p/w500/76e6VadQglaSRPKSfgFbQauODm4.jpg,
37736,oliver twist,2005-01-01,로만 폴란스키,ETIC Films,,https://image.tmdb.org/t/p/w500/9gWuQzAWU13E0RzIzdSEna5PSql.jpg,
37739,greatest game ever played the,2005-01-01,빌 팩스턴,Walt Disney Pictures,,https://image.tmdb.org/t/p/w500/kh4vd6wKa6j9xVFzxhQrsT0p2YN.jpg,
37741,capote,2005-01-01,베넷 밀러,United Artists,,https://image.tmdb.org/t/p/w500/tzsxkZMnJvozpHQEl1KzO8KwWu.jpg,
37844,roll bounce,2005-01-01,Malcolm D. Lee,Fox Searchlight Pictures,,https://image.tmdb.org/t/p/w500/lStFr3EHTNbnyOdOk2QDCqYGnlR.jpg,
37853,into the blue,2005-01-01,John Stockwell,Mandalay Pictures,,https://image.tmdb.org/t/p/w500/h5oXcjRu0EOiAxSxYuGq58897tu.jpg,
37857,mirrormask,2005-01-01,Dave McKean,The Jim Henson Company,,https://image.tmdb.org/t/p/w500/itIJU3NKbdgScA1WPIxXzOlm0Uj.jpg,
38038,wallace  gromit in the curse of the wererabbit,2005-01-01,Steve Box,Aardman,,https://image.tmdb.org/t/p/w500/klkv3oo4wIZKKbqD90txI9K2s3N.jpg,
38061,kiss kiss bang bang,2005-01-01,셰인 블랙,Silver Pictures,,https://image.tmdb.org/t/p/w500/aWfjIkpENFX6Uw82pET7EQ6jnrd.jpg,
38095,bittersweet life a,2005-01-01,김지운,Bom Film Productions,,https://image.tmdb.org/t/p/w500/1BAw7TCTHB7wYTUk6L9UG9snPoe.jpg,
38159,short film about love a,1988-01-01,크쥐시토프 키에슬로프스키,Wytwórnia Filmów Dokumentalnych i Fabularnych,,https://image.tmdb.org/t/p/w500/9sHwOmL35EVEoc5m2srrW3DnUFl.jpg,
38164,all this and heaven too,1940-01-01,아나톨 리트박,Warner Bros. Pictures,,https://image.tmdb.org/t/p/w500/j4KbLsCLnJVALXuV3djKOI8sUfc.jpg,
38198,darwins nightmare,2004-01-01,Hubert Sauper,ARTE,,https://image.tmdb.org/t/p/w500/5mcqaRJ8zYIdErzdTrq8rJDBQeU.jpg,
38294,beowulf  grendel,2005-01-01,Sturla Gunnarsson,The Film Works,,https://image.tmdb.org/t/p/w500/49s4KMmF2YBJhHYTqwdvikpTztt.jpg,
38304,no direction home bob dylan,2005-01-01,마틴 스콜세지,Grey Water Park Productions,,https://image.tmdb.org/t/p/w500/lqOo4nyRS56Goi8InZqLFKGEJR5.jpg,
38388,goal the dream begins,2005-01-01,Danny Cannon,Touchstone Pictures,,https://image.tmdb.org/t/p/w500/9YZhJGoIbJtrjDYbENGhR6f6SZE.jpg,
38583,wraith the,1986-01-01,Mike Marvin,New Century Entertainment Corporation,,https://image.tmdb.org/t/p/w500/vHrNnqqRYWzkkrJV8MtmUGgC4Kk.jpg,
38798,in her shoes,2005-01-01,커티스 핸슨,Deuce Three Productions,,https://image.tmdb.org/t/p/w500/s7la9tGPbSNTfJ2sblSqZP7R4Ad.jpg,
38886,squid and the whale the,2005-01-01,노아 바움백,Destination Films,,https://image.tmdb.org/t/p/w500/h4FMTKrWgwSUQTSbMnSA4ECKzl2.jpg,
38992,two for the money,2005-01-01,D.J. Caruso,Morgan Creek,,https://image.tmdb.org/t/p/w500/5SedPYdGLrp6LX9C2cWXLx38w1D.jpg,
39183,brokeback mountain,2005-01-01,이안,Focus Features,,https://image.tmdb.org/t/p/w500/o5oQC9GxEfClgnHvabpvGhkUoqe.jpg,
39231,elizabethtown,2005-01-01,카메론 크로우,Paramount Pictures,,https://image.tmdb.org/t/p/w500/oDnFJPznZIy77qF3vosVhJjo8j4.jpg,
39234,north country,2005-01-01,Niki Caro,Participant,,https://image.tmdb.org/t/p/w500/wJAUJ3fqg9A6Ssk1UmWIWNNfdfB.jpg,
39292,good night and good luck,2005-01-01,조지 클루니,Warner Independent Pictures,,https://image.tmdb.org/t/p/w500/jI1nQTXioXJ82GdsjquSHrqTRIW.jpg,
39307,dreamer inspired by a true story,2005-01-01,John Gatins,DreamWorks Pictures,,https://image.tmdb.org/t/p/w500/d23Dacky3gCewAo45PQ4eE1qqZ1.jpg,
39381,proposition the,2005-01-01,존 힐코트,UK Film Council,,https://image.tmdb.org/t/p/w500/bbSHSJuO5XjrIKMh6QXXLTg3Yzr.jpg,
39400,fog the,2005-01-01,Rupert Wainwright,Revolution Studios,,https://image.tmdb.org/t/p/w500/kNkY8EtdBLKBtYI4HxUBlpNAorU.jpg,
39414,shopgirl,2005-01-01,Anand Tucker,Touchstone Pictures,,https://image.tmdb.org/t/p/w500/mEpnYHytC1MuLECf4N0g4Xql2t8.jpg,
39427,stay,2005-01-01,마크 포스터,Epsilon Motion Pictures,,https://image.tmdb.org/t/p/w500/nrLZVP8jG0KBcabahRPp6UP7Oy2.jpg,
39435,legend of zorro the,2005-01-01,마틴 캠벨,Columbia Pictures,,https://image.tmdb.org/t/p/w500/tuhfL24zvDKG4kE8sojMPxL9Fi9.jpg,
39444,weather man the,2005-01-01,고어 버빈스키,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,,https://image.tmdb.org/t/p/w500/oQilVzOxLPxvBn9hAuvGpKTpONM.jpg,
39446,saw ii,2005-01-01,Darren Lynn Bousman,Got Films,,https://image.tmdb.org/t/p/w500/cxGoZv6pYcDEN1nMBtOYEhSDdx4.jpg,
39449,prime,2005-01-01,Ben Younger,Universal Pictures,,https://image.tmdb.org/t/p/w500/dc0mzQuA2FUcbgqjbko4xm67T0e.jpg,
39516,dont move,2004-01-01,세르조 카스텔리토,Alquimia Cinema,,https://image.tmdb.org/t/p/w500/m1p5JQJgd2BxbTXjBkP18bPOUlD.jpg,
39715,american pie presents band camp,2005-01-01,Steve Rash,Rogue Pictures,,https://image.tmdb.org/t/p/w500/foM9q2UcNrYoLGN3oUaB3jhtLPg.jpg,
39801,great yokai war the,2005-01-01,미이케 다카시,KADOKAWA,,https://image.tmdb.org/t/p/w500/slgLcVjSFXm47c7Ql8Fhe4eg6Qi.jpg,
39869,manderlay,2005-01-01,라스 폰 트리에,Zentropa Entertainments,,https://image.tmdb.org/t/p/w500/jJll4MCbxbYrkPOeqCnUZIin0u7.jpg,
40148,revolver,2005-01-01,가이 리치,Revolver Pictures Co.,,https://image.tmdb.org/t/p/w500/5gNViECeK0b1VuyB7a0ZTdtwRnC.jpg,
40278,jarhead,2005-01-01,샘 멘데스,Red Wagon Entertainment,,https://image.tmdb.org/t/p/w500/4rCzaZy5Qkvxh5xaVpHriXSLTgC.jpg,
40339,chicken little,2005-01-01,Mark Dindal,Walt Disney Pictures,,https://image.tmdb.org/t/p/w500/yIdL6t5buYFIhQeZAo7nAMs0qdd.jpg,
40412,dead mans shoes,2004-01-01,Shane Meadows,EM Media,,https://image.tmdb.org/t/p/w500/sCbXlGHmonE3QEOeM7I2PRkG8y6.jpg,
40478,night of the lepus,1972-01-01,William F. Claxton,A.C. Lyles Productions,,https://image.tmdb.org/t/p/w500/wF8paiOb7E1JWb6mvec0TCTNq5W.jpg,
40491,match factory girl the,1990-01-01,아키 카우리스마키,Villealfa Filmproductions,,https://image.tmdb.org/t/p/w500/gAx3zjkUT1nH4rElucUUs8MSAVK.jpg,
40578,sword of the beast,1965-01-01,五社英雄,Haiyuza Theater Company,,https://image.tmdb.org/t/p/w500/m8XU2jDBAjak1Sz5cD269glctjg.jpg,
40581,just friends,2005-01-01,Roger Kumble,BenderSpink,,https://image.tmdb.org/t/p/w500/lzP281G5O6TRQiqThQVwAZpx2I7.jpg,
40583,syriana,2005-01-01,Stephen Gaghan,Participant,,https://image.tmdb.org/t/p/w500/ure2nBJ5jXHGICPPRIq6J18F9ry.jpg,
40597,oneway ticket to mombasa,2002-01-01,Hannu Tuomainen,Cinemaker,,https://image.tmdb.org/t/p/w500/mDhfS9JmPpLz1LrCrbvT7eIT2JS.jpg,
40614,derailed,2005-01-01,Mikael Håfström,di Bonaventura Pictures,,https://image.tmdb.org/t/p/w500/bcCoOkwEBHUS5Y7Rm1u1oTLUHdb.jpg,
